,country,year,cases,sex,age
25390,MD,2005,57,f,35--44
25391,MD,2006,72,f,35--44
25392,MD,2007,57,f,35--44
25393,MD,2008,57,f,35--44
25394,ME,2005,3,f,35--44
25395,ME,2006,4,f,35--44
25396,ME,2007,4,f,35--44
25397,ME,2008,5,f,35--44
25398,MG,1995,744,f,35--44
25399,MG,1996,744,f,35--44
25400,MG,1998,824,f,35--44
25401,MG,2001,1094,f,35--44
25402,MG,2002,1000,f,35--44
25403,MG,2003,1240,f,35--44
25404,MG,2004,841,f,35--44
25405,MG,2005,1047,f,35--44
25406,MG,2006,1444,f,35--44
25407,MG,2007,1354,f,35--44
25408,MG,2008,1352,f,35--44
25409,MH,1996,3,f,35--44
25410,MH,1998,1,f,35--44
25411,MH,1999,2,f,35--44
25412,MH,2000,0,f,35--44
25413,MH,2001,7,f,35--44
25414,MH,2002,0,f,35--44
25415,MH,2003,4,f,35--44
25416,MH,2004,3,f,35--44
25417,MH,2005,4,f,35--44
25418,MH,2006,3,f,35--44
25419,MH,2007,2,f,35--44
25420,MH,2008,4,f,35--44
25421,MK,1995,20,f,35--44
25422,MK,1996,17,f,35--44
25423,MK,1997,13,f,35--44
25424,MK,1998,8,f,35--44
25425,MK,1999,5,f,35--44
25426,MK,2000,17,f,35--44
25427,MK,2001,14,f,35--44
25428,MK,2002,12,f,35--44
25429,MK,2003,9,f,35--44
25430,MK,2004,19,f,35--44
25431,MK,2005,10,f,35--44
25432,MK,2006,9,f,35--44
25433,MK,2007,9,f,35--44
25434,MK,2008,14,f,35--44
25435,ML,1995,128,f,35--44
25436,ML,1996,128,f,35--44
25437,ML,1997,167,f,35--44
25438,ML,1998,164,f,35--44
25439,ML,1999,171,f,35--44
25440,ML,2000,152,f,35--44
25441,ML,2002,166,f,35--44
25442,ML,2003,212,f,35--44
25443,ML,2004,183,f,35--44
25444,ML,2005,245,f,35--44
25445,ML,2006,249,f,35--44
25446,ML,2007,258,f,35--44
25447,ML,2008,320,f,35--44
25448,MM,1995,729,f,35--44
25449,MM,1996,817,f,35--44
25450,MM,1997,715,f,35--44
25451,MM,1998,856,f,35--44
25452,MM,1999,919,f,35--44
25453,MM,2000,1397,f,35--44
25454,MM,2001,1568,f,35--44
25455,MM,2002,1758,f,35--44
25456,MM,2003,2003,f,35--44
25457,MM,2004,2228,f,35--44
25458,MM,2005,2563,f,35--44
25459,MM,2006,2820,f,35--44
25460,MM,2007,2998,f,35--44
25461,MM,2008,2850,f,35--44
25462,MN,1994,13,f,35--44
25463,MN,1995,33,f,35--44
25464,MN,1996,45,f,35--44
25465,MN,1997,71,f,35--44
25466,MN,1998,115,f,35--44
25467,MN,1999,113,f,35--44
25468,MN,2000,113,f,35--44
25469,MN,2001,125,f,35--44
25470,MN,2002,133,f,35--44
25471,MN,2003,148,f,35--44
25472,MN,2004,162,f,35--44
25473,MN,2005,145,f,35--44
25474,MN,2006,180,f,35--44
25475,MN,2007,139,f,35--44
25476,MN,2008,127,f,35--44
25477,MO,1995,12,f,35--44
25478,MO,1996,14,f,35--44
25479,MO,1997,21,f,35--44
25480,MO,1998,22,f,35--44
25481,MO,2000,6,f,35--44
25482,MO,2001,11,f,35--44
25483,MO,2002,7,f,35--44
25484,MO,2003,11,f,35--44
25485,MO,2004,12,f,35--44
25486,MO,2005,7,f,35--44
25487,MO,2006,9,f,35--44
25488,MO,2007,6,f,35--44
25489,MO,2008,5,f,35--44
25490,MP,1995,6,f,35--44
25491,MP,1996,0,f,35--44
25492,MP,1998,1,f,35--44
25493,MP,2000,7,f,35--44
25494,MP,2001,0,f,35--44
25495,MP,2002,3,f,35--44
25496,MP,2003,2,f,35--44
25497,MP,2004,1,f,35--44
25498,MP,2005,1,f,35--44
25499,MP,2006,3,f,35--44
25500,MP,2007,1,f,35--44
25501,MP,2008,2,f,35--44
25502,MR,1997,230,f,35--44
25503,MR,1999,110,f,35--44
25504,MR,2004,114,f,35--44
25505,MR,2006,86,f,35--44
25506,MR,2007,92,f,35--44
25507,MR,2008,97,f,35--44
25508,MS,2003,0,f,35--44
25509,MS,2004,0,f,35--44
25510,MT,1995,0,f,35--44
25511,MT,1996,1,f,35--44
25512,MT,1997,0,f,35--44
25513,MT,1998,0,f,35--44
25514,MT,2001,1,f,35--44
25515,MT,2002,0,f,35--44
25516,MT,2003,0,f,35--44
25517,MT,2004,0,f,35--44
25518,MT,2005,0,f,35--44
25519,MT,2006,0,f,35--44
25520,MT,2007,0,f,35--44
25521,MT,2008,0,f,35--44
25522,MU,1995,10,f,35--44
25523,MU,1998,4,f,35--44
25524,MU,1999,7,f,35--44
25525,MU,2000,8,f,35--44
25526,MU,2002,7,f,35--44
25527,MU,2003,4,f,35--44
25528,MU,2004,10,f,35--44
25529,MU,2005,5,f,35--44
25530,MU,2006,3,f,35--44
25531,MU,2007,3,f,35--44
25532,MU,2008,2,f,35--44
25533,MV,1995,4,f,35--44
25534,MV,1996,5,f,35--44
25535,MV,1997,9,f,35--44
25536,MV,1998,1,f,35--44
25537,MV,1999,3,f,35--44
25538,MV,2000,5,f,35--44
25539,MV,2001,2,f,35--44
25540,MV,2002,4,f,35--44
25541,MV,2003,1,f,35--44
25542,MV,2004,2,f,35--44
25543,MV,2005,1,f,35--44
25544,MV,2006,4,f,35--44
25545,MV,2007,5,f,35--44
25546,MV,2008,3,f,35--44
25547,MW,1995,573,f,35--44
25548,MW,1996,715,f,35--44
25549,MW,1997,767,f,35--44
25550,MW,1998,867,f,35--44
25551,MW,1999,777,f,35--44
25552,MW,2000,831,f,35--44
25553,MW,2001,862,f,35--44
25554,MW,2003,790,f,35--44
25555,MW,2004,910,f,35--44
25556,MW,2005,859,f,35--44
25557,MW,2006,813,f,35--44
25558,MW,2007,715,f,35--44
25559,MW,2008,727,f,35--44
25560,MX,1996,627,f,35--44
25561,MX,1998,874,f,35--44
25562,MX,1999,641,f,35--44
25563,MX,2000,698,f,35--44
25564,MX,2001,845,f,35--44
25565,MX,2002,716,f,35--44
25566,MX,2003,734,f,35--44
25567,MX,2004,693,f,35--44
25568,MX,2005,710,f,35--44
25569,MX,2006,662,f,35--44
25570,MX,2007,694,f,35--44
25571,MX,2008,710,f,35--44
25572,MY,1995,345,f,35--44
25573,MY,1996,371,f,35--44
25574,MY,1997,383,f,35--44
25575,MY,1998,398,f,35--44
25576,MY,1999,422,f,35--44
25577,MY,2000,424,f,35--44
25578,MY,2001,445,f,35--44
25579,MY,2002,415,f,35--44
25580,MY,2003,857,f,35--44
25581,MY,2004,852,f,35--44
25582,MY,2005,947,f,35--44
25583,MY,2006,403,f,35--44
25584,MY,2007,849,f,35--44
25585,MY,2008,906,f,35--44
25586,MZ,1995,1016,f,35--44
25587,MZ,1996,938,f,35--44
25588,MZ,1997,1002,f,35--44
25589,,1995,50,f,35--44
25590,,1996,245,f,35--44
25591,,1997,275,f,35--44
25592,,1998,310,f,35--44
25593,,1999,336,f,35--44
25594,,2000,348,f,35--44
25595,,2001,404,f,35--44
25596,,2002,484,f,35--44
25597,,2003,571,f,35--44
25598,,2004,554,f,35--44
25599,,2005,525,f,35--44
25600,,2006,521,f,35--44
25601,,2007,513,f,35--44
25602,,2008,437,f,35--44
25603,NC,1995,3,f,35--44
25604,NC,1996,1,f,35--44
25605,NC,1999,1,f,35--44
25606,NC,2000,1,f,35--44
25607,NC,2001,1,f,35--44
25608,NC,2002,2,f,35--44
25609,NC,2003,2,f,35--44
25610,NC,2004,0,f,35--44
25611,NC,2005,1,f,35--44
25612,NC,2006,0,f,35--44
25613,NC,2007,1,f,35--44
25614,NC,2008,0,f,35--44
25615,NE,1997,67,f,35--44
25616,NE,1998,126,f,35--44
25617,NE,2000,168,f,35--44
25618,NE,2003,279,f,35--44
25619,NE,2005,330,f,35--44
25620,NE,2006,306,f,35--44
25621,NE,2007,323,f,35--44
25622,NE,2008,307,f,35--44
25623,NG,1995,770,f,35--44
25624,NG,1996,1253,f,35--44
25625,NG,1997,753,f,35--44
25626,NG,1998,881,f,35--44
25627,NG,2000,1110,f,35--44
25628,NG,2001,1201,f,35--44
25629,NG,2002,1368,f,35--44
25630,NG,2003,1973,f,35--44
25631,NG,2004,2220,f,35--44
25632,NG,2005,2448,f,35--44
25633,NG,2006,2516,f,35--44
25634,NG,2007,3088,f,35--44
25635,NG,2008,3351,f,35--44
25636,NI,1995,98,f,35--44
25637,NI,1996,137,f,35--44
25638,NI,1997,117,f,35--44
25639,NI,1998,114,f,35--44
25640,NI,1999,108,f,35--44
25641,NI,2000,98,f,35--44
25642,NI,2001,92,f,35--44
25643,NI,2002,91,f,35--44
25644,NI,2003,91,f,35--44
25645,NI,2004,90,f,35--44
25646,NI,2005,103,f,35--44
25647,NI,2006,90,f,35--44
25648,NI,2007,100,f,35--44
25649,NI,2008,93,f,35--44
25650,NL,1995,13,f,35--44
25651,NL,1996,14,f,35--44
25652,NL,1997,10,f,35--44
25653,NL,1998,17,f,35--44
25654,NL,1999,16,f,35--44
25655,NL,2000,16,f,35--44
25656,NL,2001,19,f,35--44
25657,NL,2002,12,f,35--44
25658,NL,2003,12,f,35--44
25659,NL,2004,15,f,35--44
25660,NL,2005,11,f,35--44
25661,NL,2006,12,f,35--44
25662,NL,2007,17,f,35--44
25663,NL,2008,14,f,35--44
25664,NO,1995,2,f,35--44
25665,NO,1996,5,f,35--44
25666,NO,1997,8,f,35--44
25667,NO,1998,3,f,35--44
25668,NO,1999,2,f,35--44
25669,NO,2001,1,f,35--44
25670,NO,2002,1,f,35--44
25671,NO,2003,4,f,35--44
25672,NO,2004,4,f,35--44
25673,NO,2005,2,f,35--44
25674,NO,2006,2,f,35--44
25675,NO,2007,5,f,35--44
25676,NO,2008,4,f,35--44
25677,NP,1996,534,f,35--44
25678,NP,1998,621,f,35--44
25679,NP,1999,754,f,35--44
25680,NP,2000,833,f,35--44
25681,NP,2001,838,f,35--44
25682,NP,2002,796,f,35--44
25683,NP,2003,873,f,35--44
25684,NP,2004,849,f,35--44
25685,NP,2005,797,f,35--44
25686,NP,2006,788,f,35--44
25687,NP,2007,793,f,35--44
25688,NP,2008,704,f,35--44
25689,NR,1999,3,f,35--44
25690,NR,2002,1,f,35--44
25691,NR,2003,0,f,35--44
25692,NR,2006,1,f,35--44
25693,NR,2007,0,f,35--44
25694,NR,2008,0,f,35--44
25695,NU,2004,0,f,35--44
25696,NU,2005,0,f,35--44
25697,NU,2006,0,f,35--44
25698,NU,2007,0,f,35--44
25699,NZ,1995,4,f,35--44
25700,NZ,1996,3,f,35--44
25701,NZ,1997,5,f,35--44
25702,NZ,1998,8,f,35--44
25703,NZ,1999,2,f,35--44
25704,NZ,2000,5,f,35--44
25705,NZ,2001,3,f,35--44
25706,NZ,2002,4,f,35--44
25707,NZ,2003,1,f,35--44
25708,NZ,2004,4,f,35--44
25709,NZ,2005,6,f,35--44
25710,NZ,2006,12,f,35--44
25711,NZ,2007,8,f,35--44
25712,NZ,2008,9,f,35--44
25713,OM,1995,5,f,35--44
25714,OM,1996,3,f,35--44
25715,OM,1997,4,f,35--44
25716,OM,1998,6,f,35--44
25717,OM,1999,6,f,35--44
25718,OM,2000,7,f,35--44
25719,OM,2001,5,f,35--44
25720,OM,2002,12,f,35--44
25721,OM,2003,12,f,35--44
25722,OM,2004,1,f,35--44
25723,OM,2005,3,f,35--44
25724,OM,2006,7,f,35--44
25725,OM,2007,11,f,35--44
25726,OM,2008,4,f,35--44
25727,PA,1995,75,f,35--44
25728,PA,1996,59,f,35--44
25729,PA,1997,46,f,35--44
25730,PA,1998,7,f,35--44
25731,PA,1999,62,f,35--44
25732,PA,2000,35,f,35--44
25733,PA,2001,46,f,35--44
25734,PA,2002,59,f,35--44
25735,PA,2003,50,f,35--44
25736,PA,2004,59,f,35--44
25737,PA,2005,62,f,35--44
25738,PA,2006,52,f,35--44
25739,PA,2007,59,f,35--44
25740,PA,2008,55,f,35--44
25741,PE,1995,373,f,35--44
25742,PE,1996,290,f,35--44
25743,PE,1997,1224,f,35--44
25744,PE,1998,1431,f,35--44
25745,PE,1999,1560,f,35--44
25746,PE,2000,1156,f,35--44
25747,PE,2001,1117,f,35--44
25748,PE,2002,251,f,35--44
25749,PE,2003,228,f,35--44
25750,PE,2004,1094,f,35--44
25751,PE,2005,1046,f,35--44
25752,PE,2006,1082,f,35--44
25753,PE,2007,1127,f,35--44
25754,PE,2008,1112,f,35--44
25755,PF,1996,2,f,35--44
25756,PF,1997,2,f,35--44
25757,PF,1998,5,f,35--44
25758,PF,1999,4,f,35--44
25759,PF,2000,0,f,35--44
25760,PF,2001,1,f,35--44
25761,PF,2002,1,f,35--44
25762,PF,2003,1,f,35--44
25763,PF,2004,1,f,35--44
25764,PF,2005,0,f,35--44
25765,PF,2006,0,f,35--44
25766,PF,2007,5,f,35--44
25767,PF,2008,1,f,35--44
25768,PG,1996,11,f,35--44
25769,PG,1997,3,f,35--44
25770,PG,1998,27,f,35--44
25771,PG,1999,13,f,35--44
25772,PG,2000,21,f,35--44
25773,PG,2001,32,f,35--44
25774,PG,2002,60,f,35--44
25775,PG,2003,59,f,35--44
25776,PG,2004,66,f,35--44
25777,PG,2005,124,f,35--44
25778,PG,2006,142,f,35--44
25779,PG,2007,84,f,35--44
25780,PG,2008,113,f,35--44
25781,PH,1995,26,f,35--44
25782,PH,1996,19,f,35--44
25783,PH,1997,131,f,35--44
25784,PH,1998,119,f,35--44
25785,PH,2003,4761,f,35--44
25786,PH,2004,5008,f,35--44
25787,PH,2005,5565,f,35--44
25788,PH,2006,5630,f,35--44
25789,PH,2007,5291,f,35--44
25790,PH,2008,5123,f,35--44
25791,PK,1995,267,f,35--44
25792,PK,1998,260,f,35--44
25793,PK,1999,97,f,35--44
25794,PK,2000,274,f,35--44
25795,PK,2001,650,f,35--44
25796,PK,2002,1283,f,35--44
25797,PK,2003,1669,f,35--44
25798,PK,2004,2452,f,35--44
25799,PK,2005,3987,f,35--44
25800,PK,2006,5404,f,35--44
25801,PK,2007,7352,f,35--44
25802,PK,2008,8146,f,35--44
25803,PL,1995,225,f,35--44
25804,PL,1996,415,f,35--44
25805,PL,1997,205,f,35--44
25806,PL,1998,219,f,35--44
25807,PL,1999,178,f,35--44
25808,PL,2000,211,f,35--44
25809,PL,2001,170,f,35--44
25810,PL,2002,157,f,35--44
25811,PL,2003,152,f,35--44
25812,PL,2004,126,f,35--44
25813,PL,2005,112,f,35--44
25814,PL,2006,112,f,35--44
25815,PL,2007,120,f,35--44
25816,PL,2008,112,f,35--44
25817,PR,1995,5,f,35--44
25818,PR,1996,5,f,35--44
25819,PR,1997,3,f,35--44
25820,PR,1998,6,f,35--44
25821,PR,1999,3,f,35--44
25822,PR,2000,3,f,35--44
25823,PR,2001,4,f,35--44
25824,PR,2002,9,f,35--44
25825,PR,2003,3,f,35--44
25826,PR,2004,4,f,35--44
25827,PR,2005,5,f,35--44
25828,PR,2006,6,f,35--44
25829,PR,2007,4,f,35--44
25830,PR,2008,3,f,35--44
25831,PS,1995,0,f,35--44
25832,PS,1996,2,f,35--44
25833,PS,1998,1,f,35--44
25834,PS,2003,0,f,35--44
25835,PS,2004,1,f,35--44
25836,PS,2006,1,f,35--44
25837,PS,2007,0,f,35--44
25838,PS,2008,0,f,35--44
25839,PT,1995,87,f,35--44
25840,PT,1996,76,f,35--44
25841,PT,1997,77,f,35--44
25842,PT,1998,123,f,35--44
25843,PT,1999,86,f,35--44
25844,PT,2000,87,f,35--44
25845,PT,2001,83,f,35--44
25846,PT,2002,87,f,35--44
25847,PT,2003,82,f,35--44
25848,PT,2004,65,f,35--44
25849,PT,2005,66,f,35--44
25850,PT,2006,85,f,35--44
25851,PT,2007,61,f,35--44
25852,PT,2008,55,f,35--44
25853,PW,1995,0,f,35--44
25854,PW,1997,2,f,35--44
25855,PW,1999,1,f,35--44
25856,PW,2002,0,f,35--44
25857,PW,2003,1,f,35--44
25858,PW,2004,1,f,35--44
25859,PW,2006,0,f,35--44
25860,PW,2007,0,f,35--44
25861,PY,1995,46,f,35--44
25862,PY,1996,50,f,35--44
25863,PY,1997,58,f,35--44
25864,PY,1998,37,f,35--44
25865,PY,1999,56,f,35--44
25866,PY,2000,41,f,35--44
25867,PY,2001,46,f,35--44
25868,PY,2002,50,f,35--44
25869,PY,2003,77,f,35--44
25870,PY,2004,69,f,35--44
25871,PY,2005,69,f,35--44
25872,PY,2006,73,f,35--44
25873,PY,2007,46,f,35--44
25874,PY,2008,60,f,35--44
25875,QA,1995,1,f,35--44
25876,QA,1996,0,f,35--44
25877,QA,1997,0,f,35--44
25878,QA,1998,3,f,35--44
25879,QA,1999,3,f,35--44
25880,QA,2000,3,f,35--44
25881,QA,2001,0,f,35--44
25882,QA,2002,1,f,35--44
25883,QA,2003,0,f,35--44
25884,QA,2004,4,f,35--44
25885,QA,2005,2,f,35--44
25886,QA,2006,7,f,35--44
25887,QA,2007,5,f,35--44
25888,QA,2008,6,f,35--44
25889,RO,1995,871,f,35--44
25890,RO,1996,547,f,35--44
25891,RO,1997,545,f,35--44
25892,RO,1998,448,f,35--44
25893,RO,1999,496,f,35--44
25894,RO,2000,484,f,35--44
25895,RO,2001,497,f,35--44
25896,RO,2002,435,f,35--44
25897,RO,2003,470,f,35--44
25898,RO,2004,546,f,35--44
25899,RO,2005,493,f,35--44
25900,RO,2006,448,f,35--44
25901,RO,2007,439,f,35--44
25902,RO,2008,518,f,35--44
25903,RS,2005,55,f,35--44
25904,RS,2006,43,f,35--44
25905,RS,2007,43,f,35--44
25906,RS,2008,33,f,35--44
25907,RU,1996,9,f,35--44
25908,RU,1997,30,f,35--44
25909,RU,1998,33,f,35--44
25910,RU,1999,989,f,35--44
25911,RU,2000,74,f,35--44
25912,RU,2001,1374,f,35--44
25913,RU,2002,1492,f,35--44
25914,RU,2003,1537,f,35--44
25915,RU,2004,1695,f,35--44
25916,RU,2006,1703,f,35--44
25917,RU,2007,1684,f,35--44
25918,RU,2008,1707,f,35--44
25919,RW,1996,161,f,35--44
25920,RW,1997,175,f,35--44
25921,RW,1999,166,f,35--44
25922,RW,2000,309,f,35--44
25923,RW,2002,58,f,35--44
25924,RW,2003,161,f,35--44
25925,RW,2004,293,f,35--44
25926,RW,2005,262,f,35--44
25927,RW,2006,259,f,35--44
25928,RW,2007,245,f,35--44
25929,RW,2008,280,f,35--44
25930,SA,1998,32,f,35--44
25931,SA,1999,94,f,35--44
25932,SA,2000,79,f,35--44
25933,SA,2001,88,f,35--44
25934,SA,2002,72,f,35--44
25935,SA,2003,75,f,35--44
25936,SA,2004,80,f,35--44
25937,SA,2005,98,f,35--44
25938,SA,2006,107,f,35--44
25939,SA,2007,110,f,35--44
25940,SA,2008,137,f,35--44
25941,SB,1995,7,f,35--44
25942,SB,1996,8,f,35--44
25943,SB,1997,10,f,35--44
25944,SB,1998,10,f,35--44
25945,SB,2000,7,f,35--44
25946,SB,2002,4,f,35--44
25947,SB,2003,16,f,35--44
25948,SB,2004,13,f,35--44
25949,SB,2005,12,f,35--44
25950,SB,2006,9,f,35--44
25951,SB,2007,9,f,35--44
25952,SB,2008,11,f,35--44
25953,SC,1995,0,f,35--44
25954,SC,1996,0,f,35--44
25955,SC,1997,0,f,35--44
25956,SC,1998,1,f,35--44
25957,SC,2000,0,f,35--44
25958,SC,2001,0,f,35--44
25959,SC,2002,0,f,35--44
25960,SC,2003,0,f,35--44
25961,SC,2004,2,f,35--44
25962,SC,2005,1,f,35--44
25963,SC,2008,0,f,35--44
25964,SD,1995,299,f,35--44
25965,SD,1998,723,f,35--44
25966,SD,1999,1104,f,35--44
25967,SD,2000,905,f,35--44
25968,SD,2001,715,f,35--44
25969,SD,2002,840,f,35--44
25970,SD,2003,879,f,35--44
25971,SD,2004,897,f,35--44
25972,SD,2005,978,f,35--44
25973,SD,2006,948,f,35--44
25974,SD,2007,990,f,35--44
25975,SD,2008,841,f,35--44
25976,SE,1995,5,f,35--44
25977,SE,1996,4,f,35--44
25978,SE,1997,9,f,35--44
25979,SE,1998,5,f,35--44
25980,SE,1999,7,f,35--44
25981,SE,2000,10,f,35--44
25982,SE,2001,8,f,35--44
25983,SE,2002,8,f,35--44
25984,SE,2003,6,f,35--44
25985,SE,2004,13,f,35--44
25986,SE,2005,12,f,35--44
25987,SE,2006,9,f,35--44
25988,SE,2007,8,f,35--44
25989,SE,2008,5,f,35--44
25990,SG,1995,21,f,35--44
25991,SG,1997,12,f,35--44
25992,SG,1998,11,f,35--44
25993,SG,1999,18,f,35--44
25994,SG,2000,7,f,35--44
25995,SG,2001,19,f,35--44
25996,SG,2002,30,f,35--44
25997,SG,2003,30,f,35--44
25998,SG,2004,18,f,35--44
25999,SG,2005,33,f,35--44
26000,SG,2006,22,f,35--44
26001,SG,2007,25,f,35--44
26002,SG,2008,20,f,35--44
26003,SI,1995,11,f,35--44
26004,SI,1996,9,f,35--44
26005,SI,1997,8,f,35--44
26006,SI,1998,10,f,35--44
26007,SI,1999,6,f,35--44
26008,SI,2000,3,f,35--44
26009,SI,2001,11,f,35--44
26010,SI,2002,6,f,35--44
26011,SI,2003,4,f,35--44
26012,SI,2004,4,f,35--44
26013,SI,2005,6,f,35--44
26014,SI,2006,4,f,35--44
26015,SI,2007,6,f,35--44
26016,SI,2008,2,f,35--44
26017,SK,1995,22,f,35--44
26018,SK,1996,24,f,35--44
26019,SK,1997,10,f,35--44
26020,SK,1998,16,f,35--44
26021,SK,1999,7,f,35--44
26022,SK,2000,7,f,35--44
26023,SK,2001,12,f,35--44
26024,SK,2002,7,f,35--44
26025,SK,2003,10,f,35--44
26026,SK,2004,3,f,35--44
26027,SK,2005,9,f,35--44
26028,SK,2006,7,f,35--44
26029,SK,2007,5,f,35--44
26030,SK,2008,4,f,35--44
26031,SL,1995,110,f,35--44
26032,SL,1996,218,f,35--44
26033,SL,1997,228,f,35--44
26034,SL,1998,217,f,35--44
26035,SL,2000,225,f,35--44
26036,SL,2001,234,f,35--44
26037,SL,2002,284,f,35--44
26038,SL,2003,249,f,35--44
26039,SL,2004,319,f,35--44
26040,SL,2005,312,f,35--44
26041,SL,2006,357,f,35--44
26042,SL,2007,468,f,35--44
26043,SL,2008,501,f,35--44
26044,SM,1997,0,f,35--44
26045,SM,2003,0,f,35--44
26046,SM,2004,0,f,35--44
26047,SN,1995,283,f,35--44
26048,SN,1996,341,f,35--44
26049,SN,1997,292,f,35--44
26050,SN,1998,307,f,35--44
26051,SN,1999,298,f,35--44
26052,SN,2000,376,f,35--44
26053,SN,2001,333,f,35--44
26054,SN,2002,317,f,35--44
26055,SN,2003,398,f,35--44
26056,SN,2004,324,f,35--44
26057,SN,2005,351,f,35--44
26058,SN,2006,360,f,35--44
26059,SN,2007,378,f,35--44
26060,SN,2008,368,f,35--44
26061,SO,1995,97,f,35--44
26062,SO,1996,108,f,35--44
26063,SO,1997,173,f,35--44
26064,SO,1998,176,f,35--44
26065,SO,1999,190,f,35--44
26066,SO,2000,219,f,35--44
26067,SO,2001,259,f,35--44
26068,SO,2002,302,f,35--44
26069,SO,2003,333,f,35--44
26070,SO,2004,428,f,35--44
26071,SO,2005,436,f,35--44
26072,SO,2006,432,f,35--44
26073,SO,2007,378,f,35--44
26074,SO,2008,439,f,35--44
26075,SR,1996,5,f,35--44
26076,SR,1997,0,f,35--44
26077,SR,2000,3,f,35--44
26078,SR,2001,3,f,35--44
26079,SR,2002,4,f,35--44
26080,SR,2003,2,f,35--44
26081,SR,2004,1,f,35--44
26082,SR,2005,1,f,35--44
26083,SR,2006,1,f,35--44
26084,ST,2000,5,f,35--44
26085,ST,2001,4,f,35--44
26086,ST,2002,2,f,35--44
26087,ST,2003,8,f,35--44
26088,ST,2004,5,f,35--44
26089,ST,2005,3,f,35--44
26090,ST,2006,0,f,35--44
26091,ST,2007,3,f,35--44
26092,ST,2008,6,f,35--44
26093,SV,1996,43,f,35--44
26094,SV,1997,44,f,35--44
26095,SV,1998,53,f,35--44
26096,SV,1999,61,f,35--44
26097,SV,2000,63,f,35--44
26098,SV,2001,59,f,35--44
26099,SV,2002,61,f,35--44
26100,SV,2003,47,f,35--44
26101,SV,2004,55,f,35--44
26102,SV,2005,59,f,35--44
26103,SV,2006,49,f,35--44
26104,SV,2007,50,f,35--44
26105,SV,2008,55,f,35--44
26106,SY,1995,53,f,35--44
26107,SY,1996,57,f,35--44
26108,SY,1997,47,f,35--44
26109,SY,1998,43,f,35--44
26110,SY,2000,53,f,35--44
26111,SY,2001,56,f,35--44
26112,SY,2002,53,f,35--44
26113,SY,2003,68,f,35--44
26114,SY,2004,46,f,35--44
26115,SY,2005,59,f,35--44
26116,SY,2006,42,f,35--44
26117,SY,2007,41,f,35--44
26118,SY,2008,48,f,35--44
26119,SZ,1995,39,f,35--44
26120,SZ,1996,204,f,35--44
26121,SZ,2000,62,f,35--44
26122,SZ,2001,196,f,35--44
26123,SZ,2002,127,f,35--44
26124,SZ,2003,145,f,35--44
26125,SZ,2004,182,f,35--44
26126,SZ,2005,207,f,35--44
26127,SZ,2006,245,f,35--44
26128,SZ,2007,232,f,35--44
26129,SZ,2008,309,f,35--44
26130,TC,2003,0,f,35--44
26131,TC,2006,1,f,35--44
26132,TD,1999,458,f,35--44
26133,TD,2002,500,f,35--44
26134,TD,2003,497,f,35--44
26135,TD,2004,262,f,35--44
26136,TD,2005,211,f,35--44
26137,TD,2008,777,f,35--44
26138,TG,1995,45,f,35--44
26139,TG,1996,45,f,35--44
26140,TG,1998,52,f,35--44
26141,TG,1999,64,f,35--44
26142,TG,2000,50,f,35--44
26143,TG,2002,79,f,35--44
26144,TG,2003,80,f,35--44
26145,TG,2004,103,f,35--44
26146,TG,2005,146,f,35--44
26147,TG,2006,170,f,35--44
26148,TG,2007,150,f,35--44
26149,TG,2008,170,f,35--44
26150,TH,1995,782,f,35--44
26151,TH,1996,683,f,35--44
26152,TH,1997,504,f,35--44
26153,TH,1998,317,f,35--44
26154,TH,1999,676,f,35--44
26155,TH,2000,780,f,35--44
26156,TH,2001,1231,f,35--44
26157,TH,2002,1212,f,35--44
26158,TH,2003,1350,f,35--44
26159,TH,2004,1335,f,35--44
26160,TH,2005,1334,f,35--44
26161,TH,2006,1379,f,35--44
26162,TH,2007,1418,f,35--44
26163,TH,2008,1345,f,35--44
26164,TJ,1996,46,f,35--44
26165,TJ,1997,24,f,35--44
26166,TJ,1998,37,f,35--44
26167,TJ,2001,62,f,35--44
26168,TJ,2002,46,f,35--44
26169,TJ,2004,41,f,35--44
26170,TJ,2005,151,f,35--44
26171,TJ,2007,154,f,35--44
26172,TJ,2008,121,f,35--44
26173,TK,2007,0,f,35--44
26174,TK,2008,5,f,35--44
26175,TL,2002,88,f,35--44
26176,TL,2003,76,f,35--44
26177,TL,2004,83,f,35--44
26178,TL,2005,76,f,35--44
26179,TL,2006,82,f,35--44
26180,TL,2007,89,f,35--44
26181,TL,2008,85,f,35--44
26182,TM,1995,0,f,35--44
26183,TM,1996,72,f,35--44
26184,TM,1997,75,f,35--44
26185,TM,1998,43,f,35--44
26186,TM,1999,65,f,35--44
26187,TM,2000,76,f,35--44
26188,TM,2001,70,f,35--44
26189,TM,2002,74,f,35--44
26190,TM,2003,84,f,35--44
26191,TM,2004,68,f,35--44
26192,TM,2005,72,f,35--44
26193,TM,2006,72,f,35--44
26194,TM,2007,81,f,35--44
26195,TM,2008,81,f,35--44
26196,TN,1998,43,f,35--44
26197,TN,1999,62,f,35--44
26198,TN,2000,43,f,35--44
26199,TN,2001,47,f,35--44
26200,TN,2002,36,f,35--44
26201,TN,2003,36,f,35--44
26202,TN,2004,39,f,35--44
26203,TN,2005,39,f,35--44
26204,TN,2006,33,f,35--44
26205,TN,2007,42,f,35--44
26206,TN,2008,35,f,35--44
26207,TO,1995,1,f,35--44
